crop_path,source,source_ref,instance_id,view_idx,faction,unit_slug,suggested_by,confidence,labeller,split,created_at,notes
scripts/warhammer_com/images/adeptus_mechanicus/ad_mec_onager_dunecrawler/clean/99120116004_AdMecOnagerDunecrawler10.jpg,gw_shop,,,,adeptus_mechanicus,ad_mec_onager_dunecrawler,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_breachers/clean/99120116006_AdMechBattleServitorsBreachers01.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_breachers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_breachers/clean/99120116006_AdMechBattleServitorsBreachers02.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_breachers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_breachers/clean/99120116006_AdMechBattleServitorsBreachers04.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_breachers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_breachers/clean/99120116006_AdMechBattleServitorsBreachers06.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_breachers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_breachers/clean/99120116006_AdMechBattleServitorsBreachers07.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_breachers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_breachers/clean/99120116006_AdMechBattleServitorsBreachers11.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_breachers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_destroyers/clean/99120116006_AdMechBattleServitorsDestroyers01.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_destroyers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_destroyers/clean/99120116006_AdMechBattleServitorsDestroyers02.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_destroyers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_destroyers/clean/99120116006_AdMechBattleServitorsDestroyers03.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_destroyers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_destroyers/clean/99120116006_AdMechBattleServitorsDestroyers05.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_destroyers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_battle_servitors_destroyers/clean/99120116006_AdMechBattleServitorsDestroyers06.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_battle_servitors_destroyers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_corpuscarii_electro_priests/clean/99120116009_AdMechCorpuscariiElectroPriests01.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_corpuscarii_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_corpuscarii_electro_priests/clean/99120116009_AdMechCorpuscariiElectroPriests02.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_corpuscarii_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_corpuscarii_electro_priests/clean/99120116009_AdMechCorpuscariiElectroPriests03.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_corpuscarii_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_corpuscarii_electro_priests/clean/99120116009_AdMechCorpuscariiElectroPriests04.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_corpuscarii_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_corpuscarii_electro_priests/clean/99120116009_AdMechCorpuscariiElectroPriests05.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_corpuscarii_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_fulgurite_electro_priests/clean/99120116009_AdMechFulguriteElectroPriests01.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_fulgurite_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_fulgurite_electro_priests/clean/99120116009_AdMechFulguriteElectroPriests02.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_fulgurite_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_fulgurite_electro_priests/clean/99120116009_AdMechFulguriteElectroPriests03.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_fulgurite_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_fulgurite_electro_priests/clean/99120116009_AdMechFulguriteElectroPriests04.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_fulgurite_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_fulgurite_electro_priests/clean/99120116009_AdMechFulguriteElectroPriests05.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_fulgurite_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_fulgurite_electro_priests/clean/99120116009_AdMechFulguriteElectroPriests08.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_fulgurite_electro_priests,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_kastelan_robots/clean/99120116005_AdMechKastelanRobots01.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_kastelan_robots,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_kastelan_robots/clean/99120116005_AdMechKastelanRobots02.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_kastelan_robots,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_kastelan_robots/clean/99120116005_AdMechKastelanRobots03.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_kastelan_robots,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_kastelan_robots/clean/99120116005_AdMechKastelanRobots04.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_kastelan_robots,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_kastelan_robots/clean/99120116005_AdMechKastelanRobots05.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_kastelan_robots,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_kastelan_robots/clean/99120116005_AdMechKastelanRobots06.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_kastelan_robots,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_tech_priest_dominus/clean/99070116001_AdMechTechPriestDominus01.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_tech_priest_dominus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_tech_priest_dominus/clean/99070116001_AdMechTechPriestDominus02.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_tech_priest_dominus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_tech_priest_dominus/clean/99070116001_AdMechTechPriestDominus03.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_tech_priest_dominus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_tech_priest_dominus/clean/99070116001_AdMechTechPriestDominus04.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_tech_priest_dominus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_tech_priest_dominus/clean/99070116001_AdMechTechPriestDominus05.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_tech_priest_dominus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ad_mech_tech_priest_dominus/clean/99070116001_AdMechTechPriestDominus08.jpg,gw_shop,,,,adeptus_mechanicus,ad_mech_tech_priest_dominus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/admech_sydonian_skatros/clean/99120116045_ADMECHSydonianSkatros01.jpg,gw_shop,,,,adeptus_mechanicus,admech_sydonian_skatros,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/admech_sydonian_skatros/clean/99120116045_ADMECHSydonianSkatros02.jpg,gw_shop,,,,adeptus_mechanicus,admech_sydonian_skatros,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/admech_sydonian_skatros/clean/99120116045_ADMECHSydonianSkatros03.jpg,gw_shop,,,,adeptus_mechanicus,admech_sydonian_skatros,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/admech_sydonian_skatros/clean/99120116045_ADMECHSydonianSkatros05.jpg,gw_shop,,,,adeptus_mechanicus,admech_sydonian_skatros,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_archaeopter_stock/clean/99120116024_AMArchaeopterStock.jpg,gw_shop,,,,adeptus_mechanicus,am_archaeopter_stock,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_combat_patrol/clean/99120116044_AMCombatPatrol01.jpg,gw_shop,,,,adeptus_mechanicus,am_combat_patrol,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_combat_patrol/clean/99120116044_AMCombatPatrol02.jpg,gw_shop,,,,adeptus_mechanicus,am_combat_patrol,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_combat_patrol/clean/99120116044_AMCombatPatrol03.jpg,gw_shop,,,,adeptus_mechanicus,am_combat_patrol,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_combat_patrol/clean/99120116044_AMCombatPatrol04.jpg,gw_shop,,,,adeptus_mechanicus,am_combat_patrol,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_combat_patrol/clean/99120116044_AMCombatPatrol05.jpg,gw_shop,,,,adeptus_mechanicus,am_combat_patrol,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_fusilave/clean/99120116024_AMFusilaveLead.jpg,gw_shop,,,,adeptus_mechanicus,am_fusilave,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_fusilave_feature/clean/99120116024_AMFusilaveFeature.jpg,gw_shop,,,,adeptus_mechanicus,am_fusilave_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_serberys_raiders/clean/99120116026_AMSerberysRaidersLead.jpg,gw_shop,,,,adeptus_mechanicus,am_serberys_raiders,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_serberys_raiders_feature/clean/99120116026_AMSerberysRaidersFeature.jpg,gw_shop,,,,adeptus_mechanicus,am_serberys_raiders_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_serberys_raiders_stock/clean/99120116026_AMSerberysRaidersStock.jpg,gw_shop,,,,adeptus_mechanicus,am_serberys_raiders_stock,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_serberys_sulphurhounds/clean/99120116026_AMSerberysSulphurhoundsLead.jpg,gw_shop,,,,adeptus_mechanicus,am_serberys_sulphurhounds,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_serberys_sulphurhounds_feature/clean/99120116026_AMSerberysSulphurhoundsFeature.jpg,gw_shop,,,,adeptus_mechanicus,am_serberys_sulphurhounds_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_skitarii_marshal/clean/99070116003_AMSkitariiMarshalLead.jpg,gw_shop,,,,adeptus_mechanicus,am_skitarii_marshal,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_skitarii_marshal_feature/clean/99070116003_AMSkitariiMarshalFeature.jpg,gw_shop,,,,adeptus_mechanicus,am_skitarii_marshal_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_skitarii_marshal_stock/clean/99070116003_AMSkitariiMarshalStock.jpg,gw_shop,,,,adeptus_mechanicus,am_skitarii_marshal_stock,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_stratoraptor/clean/99120116024_AMStratoraptorLead.jpg,gw_shop,,,,adeptus_mechanicus,am_stratoraptor,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_stratoraptor_feature/clean/99120116024_AMStratoraptorFeature.jpg,gw_shop,,,,adeptus_mechanicus,am_stratoraptor_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_technoarchaeologist/clean/99070116007_AMTechnoarchaeologist01.jpg,gw_shop,,,,adeptus_mechanicus,am_technoarchaeologist,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_technoarchaeologist/clean/99070116007_AMTechnoarchaeologist02.jpg,gw_shop,,,,adeptus_mechanicus,am_technoarchaeologist,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_transvector/clean/99120116024_AMTransvectorLead.jpg,gw_shop,,,,adeptus_mechanicus,am_transvector,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/am_transvector_feature/clean/99120116024_AMTransvectorFeature.jpg,gw_shop,,,,adeptus_mechanicus,am_transvector_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ballistar/clean/99120116001_Ballistar01.jpg,gw_shop,,,,adeptus_mechanicus,ballistar,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ballistar/clean/99120116001_Ballistar02.jpg,gw_shop,,,,adeptus_mechanicus,ballistar,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/ballistar/clean/99120116001_Ballistar03.jpg,gw_shop,,,,adeptus_mechanicus,ballistar,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/belisarius_cawl/clean/99120116015_BelisariusCawl01.jpg,gw_shop,,,,adeptus_mechanicus,belisarius_cawl,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/belisarius_cawl/clean/99120116015_BelisariusCawl03.jpg,gw_shop,,,,adeptus_mechanicus,belisarius_cawl,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/eng_kill_team_typhon_core_game/clean/60010199074_ENGKillTeamTyphonCoreGame20.jpg,gw_shop,,,,adeptus_mechanicus,eng_kill_team_typhon_core_game,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/eyeof_terror_battalion_adeptus_mechanicus/clean/99120116049_EyeofTerrorBattalionAdeptusMechanicus01.jpg,gw_shop,,,,adeptus_mechanicus,eyeof_terror_battalion_adeptus_mechanicus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/eyeof_terror_battalion_adeptus_mechanicus/clean/99120116049_EyeofTerrorBattalionAdeptusMechanicus02.jpg,gw_shop,,,,adeptus_mechanicus,eyeof_terror_battalion_adeptus_mechanicus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/eyeof_terror_battalion_adeptus_mechanicus/clean/99120116049_EyeofTerrorBattalionAdeptusMechanicus03.jpg,gw_shop,,,,adeptus_mechanicus,eyeof_terror_battalion_adeptus_mechanicus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/eyeof_terror_battalion_adeptus_mechanicus/clean/99120116049_EyeofTerrorBattalionAdeptusMechanicus04.jpg,gw_shop,,,,adeptus_mechanicus,eyeof_terror_battalion_adeptus_mechanicus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/eyeof_terror_battalion_adeptus_mechanicus/clean/99120116049_EyeofTerrorBattalionAdeptusMechanicus06.jpg,gw_shop,,,,adeptus_mechanicus,eyeof_terror_battalion_adeptus_mechanicus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/eyeof_terror_battalion_adeptus_mechanicus/clean/99120116049_EyeofTerrorBattalionAdeptusMechanicus08.jpg,gw_shop,,,,adeptus_mechanicus,eyeof_terror_battalion_adeptus_mechanicus,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/hastarii/clean/99120116051_Hastarii1.jpg,gw_shop,,,,adeptus_mechanicus,hastarii,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/hastarii/clean/99120116051_Hastarii2.jpg,gw_shop,,,,adeptus_mechanicus,hastarii,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/hastarii/clean/99120116051_Hastarii3.jpg,gw_shop,,,,adeptus_mechanicus,hastarii,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/hastarii/clean/99120116051_Hastarii4.jpg,gw_shop,,,,adeptus_mechanicus,hastarii,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/hastarii/clean/99120116051_Hastarii7.jpg,gw_shop,,,,adeptus_mechanicus,hastarii,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/hastarii/clean/99120116051_HastariiALT.jpg,gw_shop,,,,adeptus_mechanicus,hastarii,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/kill_team_battleclade_squad/clean/99120116048_KillTeamBattlecladeSquad20251.jpg,gw_shop,,,,adeptus_mechanicus,kill_team_battleclade_squad,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/kill_team_battleclade_squad/clean/99120116048_KillTeamBattlecladeSquad20252.jpg,gw_shop,,,,adeptus_mechanicus,kill_team_battleclade_squad,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/kill_team_battleclade_squad/clean/99120116048_KillTeamBattlecladeSquad20253.jpg,gw_shop,,,,adeptus_mechanicus,kill_team_battleclade_squad,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/kill_team_battleclade_squad/clean/99120116048_KillTeamBattlecladeSquad20254.jpg,gw_shop,,,,adeptus_mechanicus,kill_team_battleclade_squad,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/kill_team_battleclade_squad/clean/99120116048_KillTeamBattlecladeSquad20255.jpg,gw_shop,,,,adeptus_mechanicus,kill_team_battleclade_squad,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/kill_team_battleclade_squad/clean/99120116048_KillTeamBattlecladeSquad20259.jpg,gw_shop,,,,adeptus_mechanicus,kill_team_battleclade_squad,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/kill_team_battleclade_squad_extra/clean/99120116048_KillTeamBattlecladeSquadEXTRA.jpg,gw_shop,,,,adeptus_mechanicus,kill_team_battleclade_squad_extra,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/pteraxii/clean/99120116025_PteraxiiLead.jpg,gw_shop,,,,adeptus_mechanicus,pteraxii,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/pteraxii_feature/clean/99120116025_PteraxiiFeature.jpg,gw_shop,,,,adeptus_mechanicus,pteraxii_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/pteraxii_feature/clean/99120116025_PteraxiiFeature01.jpg,gw_shop,,,,adeptus_mechanicus,pteraxii_feature,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/pteraxii_stock/clean/99120116025_PteraxiiStock.jpg,gw_shop,,,,adeptus_mechanicus,pteraxii_stock,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_infiltrators/clean/99120116003_SicarianInfiltrators01.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_infiltrators,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_infiltrators/clean/99120116003_SicarianInfiltrators02.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_infiltrators,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_infiltrators/clean/99120116003_SicarianInfiltrators03.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_infiltrators,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_infiltrators/clean/99120116003_SicarianInfiltrators04.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_infiltrators,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_infiltrators/clean/99120116003_SicarianInfiltrators05.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_infiltrators,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_ruststalkers/clean/99120116003_SicarianRuststalkers01.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_ruststalkers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_ruststalkers/clean/99120116003_SicarianRuststalkers02.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_ruststalkers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sicarian_ruststalkers/clean/99120116003_SicarianRuststalkers03.jpg,gw_shop,,,,adeptus_mechanicus,sicarian_ruststalkers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_rangers/clean/99120116002_SkitariiRangers01.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_rangers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_rangers/clean/99120116002_SkitariiRangers02.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_rangers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_rangers/clean/99120116002_SkitariiRangers03.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_rangers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_rangers/clean/99120116002_SkitariiRangers04.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_rangers,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_vanguard/clean/99120116002_SkitariiVanguard01.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_vanguard,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_vanguard/clean/99120116002_SkitariiVanguard02.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_vanguard,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_vanguard/clean/99120116002_SkitariiVanguard03.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_vanguard,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skitarii_vanguard/clean/99120116002_SkitariiVanguard04.jpg,gw_shop,,,,adeptus_mechanicus,skitarii_vanguard,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skorpius_distintegrator/clean/99120116023_SkorpiusDistintegrator01.jpg,gw_shop,,,,adeptus_mechanicus,skorpius_distintegrator,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skorpius_distintegrator/clean/99120116023_SkorpiusDistintegrator02.jpg,gw_shop,,,,adeptus_mechanicus,skorpius_distintegrator,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skorpius_distintegrator/clean/99120116023_SkorpiusDistintegrator03.jpg,gw_shop,,,,adeptus_mechanicus,skorpius_distintegrator,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skorpius_distintegrator/clean/99120116023_SkorpiusDistintegrator04.jpg,gw_shop,,,,adeptus_mechanicus,skorpius_distintegrator,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/skorpius_distintegrator_box/clean/99120116023_SkorpiusDistintegratorBox.jpg,gw_shop,,,,adeptus_mechanicus,skorpius_distintegrator_box,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sterylizors/clean/99120116025_SterylizorsLead.jpg,gw_shop,,,,adeptus_mechanicus,sterylizors,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sydonian_dragoon_box/clean/99120116001_SydonianDragoonBox01.jpg,gw_shop,,,,adeptus_mechanicus,sydonian_dragoon_box,scraped,,,gallery,2026-04-16T22:29:40Z,
scripts/warhammer_com/images/adeptus_mechanicus/sydonian_dragoonr/clean/99120116001_SydonianDragoonr04.jpg,gw_shop,,,,adeptus_mechanicus,sydonian_dragoonr,scraped,,,gallery,2026-04-16T22:29:40Z,
